Prefix,Title
SSA,"Singapore Society,Changing Landscapes of Singapore,Singapore’s Business History,Nation-Building in Singapore,Government and Politics of Singapore,The Evolution of a Global City-State,Singapore and India: Emerging Relations,The Biophysical Environment of Singapore,South Asia in Singapore,Global Economic Dimensions of Singapore,Popular Culture in Singapore,Public Administration in Singapore,Singapore's Foreign Policy"
ST,"Introduction to Statistics and Statistical Computing,Probability,Mathematical Statistics,Statistical Computing and Programming,Basic UROPS in Statistics and Applied Probability I,Basic UROPS in Statistics and Applied Probability I (REx),Basic UROPS in Statistics and Applied Probability II,Basic UROPS in Statistics and Applied Probability II (REx),FOS Undergraduate Professional Internship Programme 1ST,FOS Undergraduate Professional Internship Programme 2S1,FOS Undergraduate Professional Internship Programme 2S2,Probability and Statistics,Regression Analysis,Design & Analysis of Experiments,Actuarial Statistics,Statistical Quality Control,Stochastic Processes I,Survey Methodology,Statistical Methods in Epidemiology,Demographic Methods,Statistics in Molecular Biology,Statistical Models for Actuarial Science,Simulation,Statistical Learning I,Advanced UROPS in Statistics & Applied Probability I,Advanced UROPS in Statistics & Applied Probability I (REx),Advanced UROPS in Statistics & Applied Probability II,Advanced UROPS in Statistics & Applied Probability II (REx),FOS Undergraduate Professional Internship Programme 2ST,Undergraduate Professional Internship Programme,FOS Undergraduate Professional Internship Programme 3S1,FOS Undergraduate Professional Internship Programme 3S2,Honours Project in Statistics,Computer Intensive Statistical Methods,Nonparametric Statistics,Linear Models,Bayesian Statistics,Probability Theory I,Stochastic Processes II,Design & Analysis of Clinical Trials,Analysis of Longitudinal Data,Statistical Methods for DNA Microarray Analysis,Statistical Methods for Finance,Statistical Learning II,Multivariate Statistical Analysis,Categorical Data Analysis I,Applied Survival Analysis,Applied Time Series Analysis,Special Topics,Special Topics II,Honours Project in Statistics,FOS Undergraduate Professional Internship Programme 3ST,FOS Undergraduate Professional Internship Programme 4S1,FOS Undergraduate Professional Internship Programme 4S2,Applied Data Science Project,Graduate Seminar Course,Coursework Track Ii Project,Statistical Foundations of Data Science,Statistical Foundations of Data Science,Applied Regression Analysis,Applied Regression Analysis,Design of Experiments,Generalized Linear Models,Nonparametric Regression,Analytics for Quality Control and Productivity Improvements,Analysis of Time Series Data,Analysis Of Time Series Data,Multivariate Data Analysis,Sampling from Finite Populations,Sampling from Finite Populations,Survival Analysis,Advanced  Categorical Data Analysis,Advanced Probability Theory,Advanced Statistical Theory,Advanced Statistical Methods in Finance,Stochastic Processes and Applications,Computational Statistics,Statistical Models,Advanced Statistical Theory II,Statistical Analysis of Networks,Spatial Statistics,Applied Statistical Learning,Functional Data Analysis,Deep Learning in Data Analytics,Applied Natural Language Processing,Topics I,Topics IA,Topics 1B,Topics II,Topics III,Data Science Industry Project,Advanced Statistical Theory,Advanced Statistical Theory II,Advanced Probability Theory,Statistical Models,Computational Statistics,Graduate Seminar Course,Topics I,Topics IA,Topics 1B,Topics IC,Topics ID,Topics II,Topics III"
SW,"Catalysts for Social Good: Social Work in Action,From AI to Authentic HI,Department Exchange Course,Department Exchange Course,Beyond the Surface: Appreciating Individuals & Families,Human Development over the Lifespan,Values & Skills for Helping Relationships,Unleashing the Power of Social Group Work Practice,Department Exchange Course,Department Exchange Course,Department Exchange Course,Evidence with Empathy: Social Work Research Methods,Social Work Field Practice (I),Social Work Field Practice (I),Social Work Field Practice (I),Social Work Field Practice (II),Social Work Field Practice (II),Social Work Field Practice (II),Empowering Communities: Strategies and Practices,Practicing Theories in Social Work,Power of Dialogue: Interpersonal Conflict Resolution,Gender Issues in Social Work Practice,Negotiation & Conflict Resolution,Exploring Counselling Approaches: Theories and Practice,Community-Based Family Services,Occupational Social Work,Depth and Dialogue: Expanding Therapeutic Insight,Socio-Cultural Theories in Social Work,Mental Health and Illness,Child-centric  Social Work,Introduction to Social Policy,Protection of Vulnerable Clients,Healthcare in Singapore: Policies and Innovations,Social Gerontology,CTRL+SHIFT+FUTURE: Social Work and Technology,Agency Planning and Development,Social Work Practice in the Field of Disability,Poverty and Its Discontents,Social Work Internship,FASS Undergraduate Research Opportunity (UROP),FASS Undergraduate Research Opportunity (UROP),Social Work Exchange Course,Department Exchange Course,Special Topics in Social Work,Making Macro Difference: Social Policy and Planning,Making Macro Difference: Social Policy and Planning,What Works? Program Evaluation and Research,What Works? Program Evaluation and Research,Theory Building in Social Work Practice,Theory Building in Social Work Practice,Special Areas of Social Work Practice,Special Areas of Social Work Practice,Integrative Seminar for Profn'l Devpt,Integrative Seminar for Profn'l Devpt,Law & Social Work Practice,Law & Social Work Practice,Welfare Economics,Welfare Economics,Power of Connection: Social Networks and Social Support,Power of Connection: Social Networks and Social Support,Comparative Social Service Systems in SEA,Comparative Social Service Systems in SEA,Crisis and Disaster Recovery Management,Crisis and Disaster Recovery Management,Social Work and Rehabilitation of Offenders,Social Work and Rehabilitation of Offenders,Child-Centric Social Work,Child-Centric Social Work,Financial Capability and Asset Building,Financial Capability and Asset Building,Ethics in Social Work Practice,Ethics in Social Work Practice,Social Enterprises and Social Innovations,Social Enterprises and Social Innovations,Advanced Family-Centred Social Work Practice,Advanced Family-Centred Social Work Practice,Social Work In Medical Setting,Social Work In Medical Setting,Working With Older Adults,Working With Older Adults,Urban Youth Work,Urban Youth Work,Risk Assessment and Protection of Vulnerable Clients,Risk Assessment and Protection of Vulnerable Clients,Working with Loss and Grief,Working with Loss and Grief,Digital Technologies in Children and Youth Services,Digital Technologies in Children and Youth Services,Honours Thesis,Honours Thesis,Independent Study,Independent Study,Department exchange course,Special Topics in Social Work,Social Work and Infectious Diseases,Social Work and Infectious Diseases,Special Topics in Social Work,Family Systems Theory and Intervention,Family Therapy,Management of Human Service Organizations,Management of Human Service Organizations,Social Policy and Welfare Services,Social Welfare Policy and Services,Program Development and Evaluation,Program Development and Evaluation,Advanced Practicum,Practicum,Practicum,Supervised Project,Supervised Project,Social Work With Groups and Community,Contemporary Social Work Practice,Human Development in Context,Skills in Social Work Practice,Practice Research Capstone Seminar I,Practice Research Capstone Seminar II,Working with Trauma - Infancy through Adolescence,Working with Trauma - Infancy through Adolescence,Mastering Leadership,Mastering Leadership,Working with Multi-Stressed Families,Working with Multi-Stressed Families,Using Play Therapy with Children and Families,Using Play Therapy with Children and Families,Theory and Practice of Social Work Supervision,Theory and Practice of Social Work Supervision,Trauma and Mental Health,Trauma and Mental Health,Risk Assessment & Management: Mental Health,Practice with Persons with Disability,Practice with Persons with Disability,Poverty and Asset-Building Policy,Poverty and Asset-Building Policy,Family and Interpersonal Violence,Family and Interpersonal Violence,Continuum of Care and Healthy Ageing,Continuum of Care and Healthy Ageing,Practice with Persons with Addiction,Practice with Persons with Addiction,Palliative and End-Of-Life Care,Palliative and End-Of-Life Care,Statistics for Social Workers,Statistics for Social Workers,Personnel Practice & Management,Current Group Approaches in Social Work,Current Group Approaches in Social Work,Social Prevention and Public Education,Community Organisation and Development,Community Organisation and Development,Volunteer Management,Volunteer Management,Independent Study,Special Topics in Social Work,Special Topics in Social Work,Topics in Social Work – Direct Practice,Evidence Based Behavioural Strategies for Social Work Practice,Evidence Based Behavioural Strategies for Social Work Practice,Topics in Social Work - Direct Practice,Topics in Social Work - Social Policy,Topics in Social Work - Social Policy,Topics in Social Work - Social Work Leadership,Topics in Social Work - Social Work Leadership,Topics in Social Work - Research,Topics in Social Work - Research,Social Theory in Social Work Practice,Policy & Research in Social Welfare,Human Service Research & Evaluation,Theory & Practice in Psychotherapy,Specialised Policy Studies,Research Design & Quantitative Methods,Specialised Fields of Practice,Independent Study,Graduate Research Seminar"
SWD,"Social Work With Groups and Community,Contemporary Social Work Practice,Human Development in Context,Skills in Social Work Practice,Social Service Planning in Policy Context,Social Work Field Placement,Gerontological Counselling,Family Centred Practice,Working With Children and Youth,Child Welfare Policy and Practice,Multidiscipinary Perspectives On Ageing,Intervention With the Terminally Iii,Family Systems and Intervention,Human Sexuality and Marital Therapy,Family Stress and Coping,Planned Social Change,Comparative Group Modalities,Nature of Drugs & Alcohol Abuse,Individuals, Families & Substance Abuse,Drugs & Alcohol Abuse Treatment,Disability and Rehabilitative Work,Health & Mental Health Service Systems,Rehabilitation Programme Issues,Common Psychiatric Disorders in Adults,Topical Studies in Social Work Methods,Topical Studies in Social Work Issues,Human Service Organisations & Management,Approaches in Community Work,Ethical Principles and Competency in Social Work,Topics in Social Work,Service User Involvement,Social Work and Infectious Diseases,Grief and Bereavement Counselling,Social Work in Healthcare Settings,Social Work Practice in Mental Health"
SWE,"Architecting Scalable Systems,Architecting Scalable Systems,Designing and Managing Products and Platforms,Designing and Managing Products and Platforms,Engineering Big Data,Engineering Big Data,Architecting Smart Systems,Architecting Smart Systems,Securing Ubiquitous Systems,Securing Ubiquitous Systems,Designing Modern Software Systems,Designing Modern Software Systems,Capstone Project in Software Engineering,Architecting AI Systems,Architecting AI Systems"
SWK,"Crime and Criminality: A Multidisciplinary Perspective,Criminal Justice in Context: A Critical Introduction,Pathways to Desistance - Offender Rehabilitation Theories,Engaging Family Systems in Rehabilitation,Helping Clients Manage Their Difficult Emotions"
SWM,"Management of Human Service Organizations,Social Policy and Welfare Services,Program Development and Evaluation,Social Work Advanced Field Placement,Social Work Field Placement,Social Work Field Placement,Supervised Project,Practice Research Capstone Seminar I,Practice Research Capstone Seminar II,Working with Trauma - Infancy through Adolescence,Mastering Leadership,Working with Multi-Stressed Families,Using Play Therapy with Children and Families,Theory and Practice of Social Work Supervision,Trauma and Mental Health,Risk Assessment & Management: Mental Health,Practice with Persons with Disability,Poverty and Asset-Building Policy,Poverty and Asset-Building Policy,Domestic and Interpersonal Violence,Continuum of Care and Healthy Ageing,Practice with Persons with Addiction,Palliative and End-Of-Life Care,Statistics for Social Workers,Current Group Approaches in Social Work,Community Organisation and Development,Volunteer Management,Grief and Bereavement Counselling,Independent Study,Topics in Social Work - Direct Practice,Topics in Social Work - Social Work Leadership,Topics in Social Work - Research"
SYE,"Systems Engineering and Architecture,Large Scale Systems Project Management,Engineering Finance,Large Scale Systems Engineering,Management Science in Systems Engineering,Integrated Logistics Support,Lean Six Sigma,Decision Analysis & Risk Management,Learning from Data and Knowledge Discovery,Humans and Systems Engineering,Leadership in Engineering,Systems Engineering Project and Case Studies,Special Topics in Systems Engineering & Management"
TBA,"Building an Analytics Organisation,Introduction to Business Analytics,Data Visualisation,Predictive Analytics,Web Mining,Text Analytics,Application Systems Development for Business Analytics,Mobile Application and Game Analytics,Web Analytics,Marketing Analytics,Social Media Analytics,Financial Analytics,Search Engine Optimisation and Analytics,Workforce Analytics,Geospatial Analytics,Audit Analytics,Healthcare Analytics"
TCE,"Statics And Mechanics of Materials,Soil Mechanics,Hydraulics,Structural Mechanics and Materials,Construction Project Management,Infrastructure & the Environment,Engineering & Uncertainty Analyses,Water Quality Engineering,Independent Study in Civil Engineering Infrastructure,Geotechnical Engineering,Foundation Engineering,Transportation Engineering,Water Resources Engineering,Structural Analysis,Structural Concrete Design,Structural Steel Design and System,Design Project,BTech Dissertation,Design of Land Transport Infrastructures,Treatment Plant Hydraulics,Linear Finite Element Analysis,Structural Stability & Dynamics,Building Information Modeling for Project Management,Water & Wastewater Engineering 2,Environmental Impact Assessment,Intelligent Transportation Systems,Transportation Management & Policy,Ground Improvement,Pile Foundations,Earth Retaining Structures,Geotechnical Investigation & Monitoring,Analysis & Design of Offshore Structures,Offshore Foundations,Advanced Structural Steel Design,Advanced Structural Concrete Design,Advanced Concrete Technology,Precast Concrete Technology,Construction Equipment and Methods"
TCN,"MATLAB Programming for Chemical Engineers,Chemical Engineering Principles,Mathematics for Chemical Engineers 1,Materials for Chemical Engineers,Chemical Kinetics And Reactor Design,Chemical Engineering Thermodynamics,Fluid Mechanics,Heat And Mass Transfer,Mathematics for Chemical Engineers 2,Process Dynamics & Control,Particle Technology,Separation Processes,Process Safety, Health and Environment,Process Modeling & Numerical Simulation,B.Tech. Dissertation,Process Synthesis and Simulation,Final Year Design Project,Polymer Engineering,Pinch Analysis and Process Integration,Biochemical Engineering,Membrane Science And Engineering,Petrochemicals & Processing Technology,Food Technology and Engineering,Electronic Materials Science,Processing of Microelectronic Materials,Advanced Process Control,Computer Aided Chemical Engineering,Downstream Processing of Biochemical and Pharmaceutical Products,Good Manufacturing Practices in Pharmaceutical Industry,Chemical & Biochemical Process Modeling,Unit Operations and Processes for Effluent Treatment,Optimization of Chemical Processes,Chemical And Bio-Catalysis,Sustainable Process Development"
TCX,"Introduction to Computing,Introduction to Programming,Digital Ethics and Data Privacy,Mathematical Techniques for Computing,Introductory Mathematics,Data Structures and Algorithms,Introduction to Business Analytics,Database Systems and Management,Introduction to Application Development,Information Systems, Management and Organisations,Introduction to AI and Machine Learning,Calculus and Linear Algebra for Computing,Probability and Statistics,Data Management and Visualisation,Predictive Analytics,Data Mining and Machine Learning in Business Analytics,Text Mining and NLP in Business Analytics,Solutions Development for Business Analytics,Software Engineering,Systems Programming,User Interface Development,Managing Software Projects,Software Design and Requirements Analysis,Information Security Management,Network and Cloud Security,Computer Security,Industrial Practice"
TEE,"Engineering Mathematics II,Advanced Mathematics for Engineers,Engineering Electromagnetics,Signals and Systems,Digital Design,Electronic Circuits,Microcontroller Programming and Interfacing,Integrated System Lab,Programming Methodology,Labview for Electrical Engineers,Innovation & Enterprise I,Intro to RF and Microwave Sys & Circuits,Communication Systems,Software Engineering,Computer Architecture,Embedded Computer Systems Design,Feedback Control Systems,Integrated Analog Design,Microelectronics Materials and Devices,Power Electronics,Electrical Energy Systems,Signal Processing Methods,Robust Design Of Electronic Circuits,BTech Dissertation,Radio-Frequency (RF) Communications,Radio Frequency Design and Systems,Digital Communications & Coding,Computer Networks,Network Protocols and Applications,Data Science for the Internet of Things,Real-Time Embedded Systems,Industrial Control Systems,Introduction To Fuzzy/Neural Systems,Analog Electronics,Integrated Digital Design,Modern Transistors and Memory Devices,Fabrication Process Technology,Introduction to Computer Vision and Image Processing"
TIC,"Introduction to Computing and Programming I,Introduction to Computing and Programming II,Professional, Ethical, and Social Issues in Computing,Discrete Structures,Data Structures and Algorithms,Introduction to Software Engineering,Software Development Project,Information Systems and Organisations,Introduction to Information Security,Introduction to Computer Systems,Computer Networks and Applications,Database and Web Applications,Principles of Programming Languages,Communications for Computing Professionals,Software Requirements Analysis and Design,User Interface Design and Implementation,Information Security Management,Computer Systems Security,Industrial Practice,Software Engineering Practicum I,Software Engineering Practicum II,Software Project Management,Software Quality Control,Parallel and Distributed Software Engineering,Information Security Practicum I,Information Security Practicum II,Software Security,Web Security,Network Security,Information Security Governance and Audit,Independent Project,Business Analytics Capstone Project,Cybersecurity Capstone Project,Software Engineering Capstone"
TIE,"Introduction to Industrial System,Probability and Statistics,Programming Methodology with Python,Probability Models with Applications,Operations Research I,Quality Engineering I,Engineering Economy,Human Factors Engineering,Systems Thinking and Design,Systems Design Project,Statistics for Engineering Applications,Simulation,B.Tech. Dissertation,Decision Analysis in Industrial & Operations Management,Advanced Modeling in Operations Management,Data Analytics for Operations Management,Supply Chain Modelling,Selected Topics in Logistics,Quality Engineering II,Selected Topics in Quality Engineering,Project Management,Cost Analysis And Management,New Product Management and Innovation,Selected Topics in Engineering Management,Introduction to Systems Engineering,Selected Topics in Systems Engineering,Selected Topics in Industrial Engineering"
TME,"Fundamentals of Mechanical Design,Mechanics of Materials II,Mechanics of Machines,Engineering Thermodynamics,Fluid Mechanics I,Fluid Mechanics II,Feedback Control Systems,Sensors and Actuators,Principles of Mechanical Engineering Materials,Manufacturing Processes,Engineering Mathematics II,Mechanical Systems Design,Mechanics of Machines,Heat Transfer,Mechanics of Solids,Unsteady Flow in Fluid Systems,Microprocessor Applications,Automation,Materials For Engineers,Computer-Aided Design and Manufacturing,Design for Manufacturing and Assembly,Understanding Experimental Data,B.Tech. Dissertation,The Management Of New Prod. Development,Vibration Theory & Applications,Thermal Environmental Engineering,Applied Heat Transfer,Robot Mechanics and Control,Thermal Engineering Of Materials,Materials in Engineering Design,Functional Materials and Devices,Tool Engineering,Automation in Manufacturing,Manufact'G Simulat'N & Data Communicat'N,Fundamentals of Automotive Engineering,Micro-Fabrication Processes"
TPS,"Text and Performance,Collaborative Performance Creation,Theatre and Civil Dramaturgy,Movement as Critique,Asian International Cinema,Performing Shakespeare in Asia,Performance Ethnography,Theatre and the Novel,Adaptations and Remakes,Performance, History and Cultural Memory,Digital Archiving and Live Performance,Visualising Orientalism, Travel and Performance,Data Analysis and Visualization for Theatre Research"
TR,"Entrepreneurial Marketing,Independent Study Course in Entrepreneurship,New Product Development,New Venture Creation,New Venture Creation,New Venture Creation,Global Entrepreneurial Marketing,Entrepreneurial Finance,Technological Innovation,Globalization of New Ventures,Topics in Entrepreneurship,Topics in Entrepreneurship,Topics in Entrepreneurship,Entrepreneurship Practicum,Entrepreneurship Practicum,Start-up Internship Programme,Start-up Internship Programme,Start-up Internship Programme,Start-up Internship Programme,Start-up Internship Programme,Start-up Case Study & Analysis,Start-up Case Study & Analysis,Start-up Case Study & Analysis,Start-up Case Study & Analysis,Start-up Case Study & Analysis,Start-up Case Study & Analysis,Entrepreneurship Practicum (Short),Entrepreneurship Practicum (Short),Entrepreneurship Practicum (Short),Summer Programme in Entrepreneurship,Summer Programme in Entrepreneurship,Global Entrepreneurial Leadership,Seminars in Entrepreneurship,Seminars in Entrepreneurship - Lean Startup: Market Validation,Seminars in Entrepreneurship - Lean Startup: Market Validation,Seminars in Entrepreneurship - Lean Startup: Market Validation,Lean Startup Practicum,New Venture Finance,Intellectual Property Basics for Entrepreneurs,Summer Programme in Entrepreneurship,Experiential Entrepreneurship Internship"
TRA,"Basic Translation,Introduction to Translation and Interpreting,Department Exchange Course,Advanced Translation,Mass Media Translation,Film and Television Subtitling Translation,Literary Translation,Translation and Interpreting technologies,Translation and Interpreting Theories,Department Exchange Course,Department Exchange Course"
TS,"Introduction to Theatre and Performance,Introduction to Performance Studies,Global Theatres,Staging Asian Theatres,Making Contemporary Performance,Cultural Policy, the Arts and Society,Marketing the Arts and Leisure Services,Crossing Boundaries in Performance,As If: Actors and Acting,Major Playwrights of the 20th Century,Voice Studies and Production,Writing the Short Film,Intercultural Performance Practice,Film Genres: Stars and Styles,Theatre, Big Data and Artificial Intelligence,Department Exchange Course,Topics in Theatre,Modern Theatre in Asia,Theatre Lab,Applied Theatre,History and Theory of Western Theatre 2,Performance & Social Space,Southeast Asian Performance,Performance and Popular Culture,Singapore English-Language Theatre,Theatre Ecologies,Acting and Directing in Asian Theatre,Acting for the Screen,Reading Asian Drama,Theatre Criticism,Modern Drama,Performing Interculturalism Onstage,Stage and Screen,Voice and Text,Professional Theatre Internship,Shakespeare and Asian Performances,Digital Archiving and Performance,Theatre and Orientalism,FASS Undergraduate Research Opportunity (UROP),Topics in Group Practice Research,Playwriting: Practice and Production,Playwriting: Practice and Production,Arts and the Law,Arts and the Law,Theatre and Gender,Theatre and Gender,Cultural Performance in Asia,Cultural Performance in Asia,Theatre and Postmodernism,Theatre and Postmodernism,Media and Popular Performance,Media and Popular Performance,Shakespeare and Film,Shakespeare and Film,Performance Research,Performance Research,Practice as Research in Applied Theatre,Practice as Research in Applied Theatre,Practice as Research in Applied Theatre,Practice as Research in Applied Theatre,Honours Thesis,Honours Thesis,Independent Study,Independent Study,Department Exchange Course,Topics in Theatre,Contemporary Performance Practices,Contemporary Performance Practices,Topics in Theatre,Text and Performance,Text and Performance,Asian International Cinema,Asian International Cinema,Performing Shakespeare in Asia,Performing Shakespeare in Asia,Performance, History and Cultural Memory,Performance, History and Cultural Memory,Independent Study,Independent Study,Graduate Research Seminar,Advanced Topics in Theatre"
TSC,"Supply Chain Design,Global Sourcing & Supply Management,Supply Chain Financial Analysis and Management,Distribution & Warehousing,Transportation Management,B. Tech Dissertation,Port Logistics"
TTG,"Engineering Mathematics I,Engineering Mathematics II,Ethics In Engineering,Communications for Engineering Professionals,Industrial Practice,Industrial Practice"
TX,"Essential 1 for BTech Students,Essential 2 for BTech Students,Essential 3 for BTech Students,Essential 4 for BTech Students,Essential 5 for BTech Students"
UD,"Urban Design Theory and Discourse,Planning Process: Quantitative & Policy Dimensions,Urban Design Studio 1,Urban Studio Design 2,Special Topics In Urban Design,Methods and Tools for Urban Design,Urban Economics,Critique of Contemporary Urban Design,Dissertation"
UIS,"Independent Study Course (Ride-On),Independent Study Course (Ride-On),Independent Study Course (Ride-On),Independent Study Course (Ride-On),Independent Study Course,Independent Study Course (Ride-On),Independent Study Course,Independent Study Course (Ride-On),Independent Study Course,Independent Study Course (Ride-On),Independent Study Course,Independent Study Course (Ride-On),Independent Study Course (Ride-On),Independent Study Module,Independent Study Module,Independent Study Module,Independent Study Module,Independent Study Course,Independent Study Course (Ride-On),Independent Study Course,Independent Study Course (Ride-On),Independent Study Course,Independent Study Course (Ride-On),Independent Study Course,Independent Study Course (Ride-On),Independent Study Module,Independent Study Module,Independent Study Module,Independent Study Module,Independent Study Course (Ride-On),Independent Study Course (Ride-On),Independent Study Course (Ride-On),Independent Study Course (Ride-On),Independent Study Module,Independent Study Module (Ride-On),Independent Study Module,Independent Study Module (Ride-On),Independent Study Module,Independent Study Module (Ride-On),Independent Study Module,Independent Study Module (Ride-On),Independent Study Course (Ride-On)"
UTC,"Junior Seminar,Junior Seminar: The Darwinian Revolution,Junior Seminar: Fakes,Junior Seminar: Images,Junior Seminar: Social Innovation,Junior Seminar: Leadership: Technology, Configuration, Work,Junior Seminar: Proof: What’s Truth got to do with it?,Junior Seminar: C.S.I. 101: Truth from evidence,Junior Seminar: The Bio‐tech Future: Sci‐Fi Film and Society,Junior Seminar: Murals: Expressions from/on the Walls,Junior Seminar: Green Capitalism: A Critical Engagement,Coding Mortality,Junior Seminar: Disasters,Junior Seminar: Ways of Knowing: Poetry and Science,Jr Sem Special Topics: Humanising Technology,Jr Sem Special Topics: Quality Journalism and Critical Reading,Leadership, Creativity and Innovation,Special Topics Junior Seminar: Science Fiction Movies in the East and West,Special Topics: Sustainability,Ignorance and Knowing,Junior Seminar From the Fire to the Frying Pan: Cooking and Eating in Human Culture(s),Junior Seminar Engineering Marvels,Spectacles and Society,Junior Seminar: The Social Lives of Drugs,Junior Seminar: Crime and Punishment,Emotions in Modern Society,Technology, Horror, and the Unknown,The Nuclear Imagination,Jr Sem: Pathways to Adulthood,Jr Sem: Hidden Communities,Jr Sem: Power and Ideas,Jr Sem: Technology and Human Progress,Jr Sem: The Pursuit of Happiness,Jr Sem: Special Topics,Jnr Sem: Systems Systems Everywhere,Jr Sem: A Brief History of Inequality,Jr Sem: Discovering Singapore’s Natural History and Heritage,Jr Sem: Family in a Changing Singapore,Jr Sem: Games, Game Communities and Society,Jr Sem: Bioethics in the 21st Century,Jr Sem: Chances in Life,Jr Sem: Inside the Museum: Collections and the Public,Jr Sem: Beyond Borders: Migrant Community & Resilience,Jr Sem: Social Capital and Life Outcomes,Jr Sem: Relationships in the Digital Age,Jr Sem: Documentary Photography: Awareness, Spectatorship, and Storytelling,Thinking in Systems: Ecosystems and Natural Resources,Thinking in Systems: Diseases and Healthcare,Thinking in Systems,Thinking in Systems: Ecosystems and Natural Resources,Thinking in Systems: Diseases and Healthcare,Thinking in Systems: Sustainability and Us,Thinking in Systems: Population Dynamics,Thinking in Systems: Energy Systems,Thinking in Systems: Disaster Resilience,Thinking in systems: Markets and Inequality,Thinking in Systems: Makings of the Ecopreneur,Artificial Truth,Machines That Learn,Humans versus Machines: Convergence, Conflict, and Coexistence,Humans, Animals and Ecosystems: The One Health Paradigm,Time and Life,Climate Change,Health and the Community in Singapore,Intelligence and Singapore Society,Singapore as ‘Model’ City?,Science Fiction and Hope,Senior Seminar: Negotiating in a Complex World,Knowledge and Expertise,Asia Now! The Archaeology of the Future City,Happiness By Design,Picturing and Seeing Development,Animals and the City,Gaming Life,Technologies and Ageing in Singapore,Migrant Workers, Rhetoric, and Performance,The University Today,Skin,The Anatomy of Crime,Maps: Portraying Space as Place,The Art and Science of Negotiation,Community Leadership,Environment and Civil Society in Singapore,Citizenship in a Changing World,(Re)Building Communities: Insights from India,Emerging Asia: Successes and Challenges,Cities and nature,Work and Inequality,Beyond Seeing: Encountering and Engaging the Visual Arts in Singapore,Understanding Communities: Theory & Practice,Building Communities: Exploring Global Connections,Reconstructing Communities: Insights from the Balkans,Community, Culture, Conservation: Insights from Nepal,Unequal Parenthoods in Asia,Mental Wellness: Perspectives & (World)views,Communicating with Communities in the 21st century,Stakeholders: Community Engagement as a Sum of Diverse Parts,The Effective Non-Profit in Singapore,Positive Youth Development in Singapore,Identities in Asia,Crime, Society and Inequality (CSI): Singapore Edition,Think Global, Act Local: Understanding Global Singapore,Sustainability in Southeast Asia: A Study Trip,Sustainability in SE Asia: Study Trip to Indochina,Sustainability in Southeast Asia: Study Trip to Thailand,Dengue, Deforestation and Displacement,Community Internship,CAPT Senior Programme Learning Experience,An Undefeated Mind: An Experiential Inner Reengineering Approach,Business Systems: Dynamics and Policy Making,Foundations in System Dynamics Thinking and Modelling,Infectious Diseases: Dynamics, Strategies and Policies,Projects on Problem-Solving for the 21st Century,Housing, Healthcare and Harmony in Singapore: A Critical Perspective,Committed to Changing Our World: The Systems Pioneers,Understanding Health and Social Care in Singapore,Singapore - A Smart Nation in Context : IoT & Big Data,Questioning Common Sense,Energy and Environment: Singapore and ASEAN Perspectives,Heavenly Mathematics and Cultural Astronomy,Hard to secure easy to waste - Singapore’s food story,Modelling Singlehood, Marriage & Fertility in Singapore,A social critique of markets in Singapore,Decoding Complexity,Networks: Complexity and Order,Water Governance in Asia From a Systems Worldview,Energy and Singapore: Dynamics, Dilemmas and Decisions,Society and Economy in Singapore: A Systems View,Income Inequality: A Teleological Perspective,Model and Systems Thinking for Complex Social Issues,Sleep Health: A Holistic Approach to Well-being,How would YOU lead?,Religion, Governance and Policymaking in Singapore,Leadership At the Fringe,Societal Collapse & Resilience,Mind, Ego and Happiness,More than art imitates life: Women and Men in Film,Mastering Causal Inference,Alien Invasions in Singapore,Systems Thinking for Wicked Problems,Rethinking Ageing: Potential for Integration,Rethinking Age: Potential for Connection,Ideas to Pitches: Tech, Innovation & Entrepreneurship,Diet, Public Health and Sustainability,Food System Resilience in Asia,Making Generosity Viral: Creating a culture of generosity,Pitches to Prototypes: Innovations for Community Health,Applications and Analysis of Creative AI,Empowering AI-Ready Older Adults via Confidence, Opportunities, Design and Engagement (CODE),Problem Solving for Computing and AI,Computational Thinking with AI,Independent Study,Tembusu Undergraduate Research Opportunity (UROP),The Tembusu Senior Learning Experience Project,The Tembusu Senior Learning Experience Project,Tembusu Senior Learning Experience Mentoring Programme,Independent Study,CAPT Undergraduate Research Opportunity (UROP),Residential College 4 Senior Projects,Residential College 4 Senior Projects - Part I,Residential College 4 Senior Projects - Part II,Residential College 4 Senior Projects - Part III,Residential College 4 Senior Projects - Part IV"
